Timestamp,Temp,Humid,SoilHumid,LightIntensity,Treatment
27/1/2025 20:00,26.46916667,92.43333333,92.41666667,0.24,3
27/1/2025 21:00,25.93083333,93.0525,91.41666667,0.24,3
27/1/2025 22:00,24.465,92.79,89.66666667,0.24,3
27/1/2025 23:00,23.62,92.66,89,0.24,3
28/1/2025 10:00,30.304,78.284,56.9,20144.128,3
28/1/2025 11:00,31.47583333,72.31666667,59.33333333,26153.81333,3
28/1/2025 12:00,31.64416667,71.425,61.08333333,27347.41333,3
28/1/2025 13:00,30.555,73.2125,62.75,11880.96,3
28/1/2025 14:00,30.38916667,73.02666667,64,13581.22667,3
28/1/2025 15:00,29.8,73.02916667,65.16666667,8575.573333,3
28/1/2025 16:00,28.66083333,76.5675,67.41666667,5766.72,3
28/1/2025 17:00,27.6225,79.09666667,67.83333333,2786.453333,3
28/1/2025 18:00,26.16333333,82.42416667,68.41666667,182.7858333,3
28/1/2025 19:00,25.93,86.32666667,68.41666667,0.32,3
28/1/2025 20:00,25.615,88.52416667,68.25,0.32,3
28/1/2025 21:00,25.27,89.32,68.58333333,0.32,3
28/1/2025 22:00,25.10833333,90.01,68.16666667,0.32,3
28/1/2025 23:00,25.065,90.4425,68,0.26,3
30/1/2025 12:00,35.67333333,67.07,68.5,44588.37333,3
30/1/2025 13:00,34.615,61.7875,71.08333333,27522.13333,3
30/1/2025 14:00,30.8375,67.65333333,70.25,8931.84,3
30/1/2025 15:00,28.87416667,71.74916667,69.66666667,4877.546667,3
30/1/2025 16:00,28.14166667,73.56916667,69.16666667,3064.16,3
30/1/2025 17:00,27.3425,75.275,68.08333333,2213.333333,3
30/1/2025 18:00,25.71666667,84.05666667,83.66666667,227.965,3
30/1/2025 19:00,24.38,89.67166667,86.5,0.24,3
30/1/2025 20:00,23.49166667,92.52,84.83333333,1.253333333,3
30/1/2025 21:00,22.72916667,94.54083333,82.91666667,1.066666667,3
30/1/2025 22:00,22.3,95.82083333,81.16666667,0.313333333,3
30/1/2025 23:00,22.02166667,96.66,80.08333333,0.38,3
31/1/2025 0:00,21.66083333,96.74916667,81.66666667,0.406666667,3
31/1/2025 1:00,21.29416667,97.20416667,87.41666667,0.426666667,3
31/1/2025 2:00,21.2675,97.94,84.25,0.24,3
31/1/2025 3:00,20.97,97.55666667,82.91666667,0.3,3
31/1/2025 4:00,20.55416667,98.13416667,81.58333333,0.286666667,3
31/1/2025 5:00,20.29,98.63083333,80.83333333,0.26,3
31/1/2025 6:00,20.1475,99.0875,80.83333333,167.5025,3
31/1/2025 7:00,22.02083333,97.6475,77.66666667,4351.653333,3
31/1/2025 8:00,28.8675,78.30333333,74.58333333,15672.32,3
31/1/2025 9:00,33.58333333,65.05,72.25,29341.86667,3
31/1/2025 10:00,35.26416667,58.08416667,71.91666667,31109.54667,3
31/1/2025 11:00,36.54916667,56.56083333,73.16666667,35991.46667,3
31/1/2025 12:00,34.97,58.9775,77,39267.84,3
31/1/2025 13:00,35.86833333,51.2825,75.25,52054.61333,3
31/1/2025 14:00,30.52666667,60.95083333,76.58333333,8305.706667,3
31/1/2025 15:00,29.15916667,67.12,74.75,6005.973333,3
31/1/2025 16:00,28.26916667,71.7875,73.5,4816.32,3
31/1/2025 17:00,27.72916667,74.63,72.58333333,3360.853333,3
31/1/2025 18:00,26.44166667,82.0825,77.5,420.4591667,3
31/1/2025 19:00,24.97166667,87.96166667,85.33333333,0.206666667,3
31/1/2025 20:00,24.56833333,91.545,84.83333333,0.24,3
31/1/2025 21:00,24.67666667,92.8925,83.66666667,0.293333333,3
31/1/2025 22:00,24.14333333,95.41083333,79.41666667,0.246666667,3
31/1/2025 23:00,23.53583333,96.61833333,77.58333333,0.24,3
1/2/2025 0:00,22.82666667,98.2175,87.75,0.4675,3
1/2/2025 1:00,22.27666667,97.90416667,89,0.08,3
1/2/2025 2:00,21.8225,98.2975,88.08333333,0.08,3
1/2/2025 3:00,21.60833333,98.52666667,90.25,0.08,3
1/2/2025 4:00,21.59333333,98.675,86.83333333,0.08,3
1/2/2025 5:00,21.35,98.79916667,85.75,0.08,3
1/2/2025 6:00,20.92083333,98.91583333,86.75,195.7941667,3
1/2/2025 7:00,21.70083333,98.84416667,85.16666667,4691.573333,3
1/2/2025 8:00,29.65333333,87.8725,80.33333333,30129.49333,3
1/2/2025 9:00,36.73833333,66.46833333,77.16666667,52513.28,3
1/2/2025 10:00,38.71333333,57.545,73,58594.13333,3
1/2/2025 11:00,39.42166667,53.61333333,69.33333333,68493.65333,3
1/2/2025 12:00,38.98166667,53.54666667,71.91666667,50372.26667,3
1/2/2025 13:00,39.37833333,45.08666667,74.58333333,38147.84,3
1/2/2025 14:00,32.21333333,56.20416667,74.91666667,8784.426667,3
1/2/2025 15:00,31.18666667,58.0525,74.5,8161.706667,3
1/2/2025 16:00,28.81583333,70.75,91.66666667,5483.52,3
1/2/2025 17:00,27.3875,81.23083333,90.33333333,2448.4,3
1/2/2025 18:00,25.93583333,85.95166667,89.83333333,283.5966667,3
1/2/2025 19:00,24.47583333,91.48166667,91.25,0.24,3
1/2/2025 20:00,23.62416667,94.9125,93.75,0.233333333,3
1/2/2025 21:00,22.90416667,95.7,94,0.24,3
1/2/2025 22:00,22.3425,95.915,93.25,0.24,3
1/2/2025 23:00,22.04666667,98.36583333,94.5,0.22,3
2/2/2025 0:00,21.675,99.55,95,0.16,3
2/2/2025 14:00,29.11416667,78.6925,54.33333333,5342.186667,3
2/2/2025 15:00,28.38666667,77.9725,62.58333333,3978.56,3
2/2/2025 16:00,27.875,78.14166667,62.33333333,3653.226667,3
2/2/2025 17:00,27.0875,82.81,63.08333333,2321.813333,3
2/2/2025 18:00,25.675,88.055,68.5,403.7925,3
2/2/2025 19:00,24.12076923,90.90307692,69.15384615,1.138461538,3
2/2/2025 20:00,22.90583333,95.92416667,69.33333333,0.56,3
2/2/2025 21:00,22.06,97.46411765,74.76470588,0.24,3
2/2/2025 22:00,21.76846154,97.72846154,74.61538462,0.24,3
2/2/2025 23:00,21.5,98.06,75,0.24,3
3/2/2025 11:00,44.83666667,43.155,50.33333333,62696.10667,3
3/2/2025 12:00,43.58416667,50.335,61.83333333,55620.26667,3
3/2/2025 13:00,37.60916667,55.15583333,63.83333333,39854.29333,3
3/2/2025 14:00,31.37333333,65.16333333,66.91666667,8752.853333,3
3/2/2025 15:00,28.9225,78.77083333,66.5,6666.24,3
3/2/2025 16:00,28.38583333,78.86833333,68.5,4750.186667,3
3/2/2025 17:00,27.48666667,81.3675,69.08333333,2511.573333,3
3/2/2025 18:00,26.02083333,89.92083333,73.5,297.8625,3
3/2/2025 19:00,24.8775,91.6775,75.08333333,0.413333333,3
3/2/2025 20:00,24.16083333,94.29,74.75,0.306666667,3
3/2/2025 21:00,23.72666667,96.72333333,76.41666667,0.32,3
3/2/2025 22:00,23.30666667,99.01666667,76.75,0.286666667,3
3/2/2025 23:00,23.02,99.31083333,75.08333333,0.28,3
4/2/2025 0:00,23.1875,98.0675,76.91666667,0.3,3
4/2/2025 1:00,22.9225,97.975,76.83333333,0.113333333,3
4/2/2025 2:00,22.58166667,98.01416667,76.08333333,0.08,3
4/2/2025 3:00,22.38666667,98,74.91666667,0.08,3
4/2/2025 4:00,22.2475,98.02916667,74.5,0.08,3
4/2/2025 5:00,22.31416667,98.0675,74.16666667,0.08,3
4/2/2025 6:00,22.5975,98.04833333,73.91666667,145.8658333,3
4/2/2025 7:00,23.71833333,98.09333333,74.5,4074.48,3
4/2/2025 8:00,28.2075,91.575,75,15936.32,3
4/2/2025 9:00,31.4975,81.42583333,75.5,24621.22667,3
4/2/2025 10:00,31.53833333,77.78833333,77.08333333,17195.09333,3
4/2/2025 11:00,33.81166667,72.3975,76.33333333,34843.52,3
4/2/2025 12:00,34.0825,65.415,78.75,31706.45333,3
4/2/2025 13:00,33.97416667,64.74083333,77.25,31999.14667,3
4/2/2025 14:00,31.715,67.36,78.08333333,13837.65333,3
4/2/2025 15:00,30.10166667,72.48333333,80.25,7861.973333,3
4/2/2025 16:00,28.70166667,75.8675,84,4419.626667,3
4/2/2025 17:00,28.02333333,77.1725,81.58333333,2517.173333,3
4/2/2025 18:00,26.63583333,81.40583333,80.25,327.9325,3
4/2/2025 19:00,26.06,85.32,81,0.4,3
5/12/2024 14:00,30.356,92.55,53,18804.736,6
5/12/2024 15:00,31.0575,91.24666667,53.08333333,18469.54667,6
5/12/2024 16:00,29.81083333,89.525,55.41666667,7907.6,6
5/12/2024 17:00,27.95,91.98,56,1643.2,6
6/12/2024 14:00,38.385,62.825,53,28497.92,6
6/12/2024 15:00,37.74833333,66.61666667,60.75,27230.72,6
6/12/2024 16:00,32.09666667,76.99166667,61.5,7173.76,6
6/12/2024 17:00,29.825,87.8525,63.41666667,1159.38,6
6/12/2024 18:00,28.35833333,92.0225,64.83333333,16.27416667,6
6/12/2024 19:00,27.82416667,93.4625,65.5,0.2,6
6/12/2024 20:00,27.63083333,95.1275,64.33333333,0.206666667,6
6/12/2024 21:00,27.39666667,97.22,71.83333333,0.16,6
6/12/2024 22:00,26.9975,97.9925,73.58333333,0.16,6
6/12/2024 23:00,26.58,98.15,78,0.16,6
7/12/2024 15:00,33.0675,93.6575,56.5,13415.36,6
7/12/2024 16:00,30.89166667,96.5825,59.83333333,6813.12,6
7/12/2024 17:00,29.34666667,98.05416667,60.91666667,1605.796667,6
7/12/2024 18:00,28.13333333,98.23583333,61.91666667,6.2025,6
7/12/2024 19:00,27.515,96.35,62.5,0.4,6
18/12/2024 13:00,37.58,53.97,53,64921.6,6
18/12/2024 14:00,36.27833333,54.76,51.83333333,65273.17333,6
18/12/2024 15:00,33.98416667,65.41083333,61.83333333,27827.2,6
18/12/2024 16:00,30.70583333,75.71833333,62.91666667,5768.533333,6
18/12/2024 17:00,28.23083333,83.86333333,63,1766.72,6
18/12/2024 18:00,26.6225,91.15666667,62.75,34.4675,6
18/12/2024 19:00,26.2475,93.04166667,63,0.16,6
18/12/2024 20:00,26.405,93.45,64,0.2,6
19/12/2024 9:00,29.93,90.95,59,10976,6
19/12/2024 10:00,31.39,89.8475,58.41666667,19264,6
19/12/2024 11:00,33.52666667,83.47333333,59.41666667,30339.41333,6
19/12/2024 12:00,33.18416667,82.42166667,59.58333333,20388.69333,6
19/12/2024 13:00,32.865,82.74,58.16666667,28824.96,6
19/12/2024 14:00,33.69666667,80.8975,56.25,38333.86667,6
19/12/2024 15:00,30.93583333,87.40583333,66,17554.13333,6
19/12/2024 16:00,29.30833333,88.92666667,66.91666667,6171.946667,6
19/12/2024 17:00,28.2325,90.93666667,67.83333333,2231.333333,6
19/12/2024 18:00,27.465,93.19,68,260.84,6
20/12/2024 11:00,38.94,53.21,46,39168,6
20/12/2024 12:00,38.89416667,51.66833333,45.33333333,53009.06667,6
20/12/2024 13:00,34.24833333,62.46083333,45,18830.93333,6
20/12/2024 14:00,31.7925,69.02,45.58333333,9603.84,6
20/12/2024 15:00,31.27583333,70.61833333,54.5,8261.76,6
20/12/2024 16:00,29.0975,81.3575,54.41666667,4003.093333,6
20/12/2024 17:00,27.65333333,84.29666667,53.91666667,457.5175,6
20/12/2024 18:00,27.12,86.98,54.83333333,0.18,6
20/12/2024 19:00,26.8725,87.73916667,56.16666667,0.253333333,6
20/12/2024 20:00,26.54,86.945,55,0.32,6
21/12/2024 8:00,28.76,86.365,72,14832.64,6
21/12/2024 9:00,30.005,83.31333333,72.08333333,20989.44,6
21/12/2024 10:00,31.88,80.90333333,73.08333333,32781.65333,6
21/12/2024 11:00,33.15583333,73.39916667,74,32969.38667,6
21/12/2024 12:00,32.2525,71.56083333,73.83333333,29522.77333,6
21/12/2024 13:00,33.9475,66.09833333,74.75,31345.06667,6
21/12/2024 14:00,30.71083333,72.5825,74.83333333,9730.986667,6
21/12/2024 15:00,29.2475,77.35416667,79.16666667,5663.253333,6
21/12/2024 16:00,28.11,81.92333333,79.91666667,2576.426667,6
21/12/2024 17:00,27.47416667,85.71166667,80.5,1255.493333,6
21/12/2024 18:00,26.07,92.145,81,40.63,6
22/12/2024 15:00,28.77666667,89.38333333,61.33333333,9744.213333,6
22/12/2024 16:00,28.74666667,87.09166667,64.41666667,4794.88,6
22/12/2024 17:00,26.945,90.28583333,66.58333333,1898.1,6
22/12/2024 18:00,25.83583333,92.98333333,67.16666667,55.5775,6
22/12/2024 19:00,25.4125,94.22916667,67.41666667,0.24,6
22/12/2024 20:00,25.1425,94.49166667,67.5,0.293333333,6
22/12/2024 21:00,24.89416667,95.015,77,0.4,6
22/12/2024 22:00,24.6,95.73,79,0.4,6
23/12/2024 13:00,35.414,62.508,68.4,50472.96,6
23/12/2024 14:00,33.62416667,62.79916667,70.41666667,35435.09333,6
23/12/2024 15:00,32.69583333,64.93166667,80.66666667,16629.54667,6
23/12/2024 16:00,28.55166667,75.51333333,83.08333333,4776.906667,6
23/12/2024 17:00,26.28,82.0125,84,1133.855,6
23/12/2024 18:00,25.06,88.38083333,84.25,1.545,6
23/12/2024 19:00,25.3775,88.56416667,84.08333333,0.24,6
23/12/2024 20:00,25.14333333,89.21333333,83.75,0.24,6
23/12/2024 21:00,24.88,87.46,84,0.24,6
24/12/2024 9:00,36.54,54.8,51.5,32547.84,6
24/12/2024 10:00,38.81666667,48.665,54.33333333,38234.88,6
